name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Volkswagen Vento 1.5 TDI Highline,0.821428571,535000,0.086783007,1,1,1,0
Maruti Swift VDI Optional,0.892857143,459999,0.061987508,1,1,1,0
Mahindra Bolero DI,0.642857143,300000,0.123976256,1,1,1,0
Honda Civic 1.8 V AT,0.535714286,280000,0.074385258,4,1,0,0
Honda Mobilio V i VTEC,0.785714286,500000,0.086783007,4,1,1,0
Hyundai Creta 1.6 SX,0.964285714,1200000,0.00148649,4,1,1,0
Renault KWID RXT,0.857142857,300000,0.049589758,4,1,1,0
Tata Manza ELAN Quadrajet BS IV,0.678571429,180000,0.099180757,1,1,1,4
Hyundai i10 Sportz AT,0.678571429,180000,0.166679064,4,1,0,2
Maruti Alto LXi,0.607142857,78000,0.148771755,4,1,1,2
Nissan Micra Diesel XV Premium,0.678571429,160000,0.148771755,1,1,1,0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,0.785714286,600000,0.2950652,1,1,1,0
Maruti Wagon R LXI Minor,0.571428571,110000,0.123976256,4,1,1,2
Mahindra Bolero SLX 4WD BSIII,0.678571429,450000,0.136374005,1,1,1,2
Mahindra Scorpio S9 BSIV,0.964285714,1350000,0.043390884,1,1,1,0
Honda City 1.3 DX,0.392857143,120000,0.204561628,4,1,1,2
Honda BR-V i-DTEC VX MT,0.928571429,1040000,0.052069308,1,1,1,0
Hyundai Grand i10 CRDi Sportz,0.785714286,390000,0.086783007,1,1,1,2
Tata Nano Lx BSIII,0.678571429,65000,0.074385258,4,1,1,2
Volkswagen Polo Diesel Highline 1.2L,0.75,320000,0.14257288,1,1,1,4
Volkswagen Ameo 1.5 TDI Highline,0.892857143,720000,0.086783007,1,1,1,0
Maruti Swift ZXI ABS,0.535714286,220000,0.099180757,4,1,1,2
Maruti Wagon R LXI BS IV,0.678571429,225000,0.080584132,4,0,1,0
Tata Manza Aura (ABS) Quadrajet BS IV,0.642857143,200000,0.185965004,1,1,1,2
Toyota Etios GD,0.821428571,434999,0.092981882,1,0,1,2
Ford Figo Diesel Titanium,0.714285714,300000,0.078972425,1,1,1,0
Honda Amaze VX i-DTEC,0.928571429,700000,0.092733927,1,1,1,0
Ford Endeavour 2.5L 4X2 MT,0.607142857,500000,0.130175131,1,1,1,2
Renault Duster 85PS Diesel RxE,0.857142857,500000,0.049589758,1,1,1,0
Maruti Ritz LDi,0.857142857,400000,0.111578506,1,1,1,2
Toyota Corolla Altis D-4D J,0.821428571,825000,0.092981882,1,0,1,2
Maruti Swift Dzire VDI,0.928571429,720000,0.018595385,1,1,1,0
Maruti 800 AC Uniq,0.607142857,110000,0.037192009,4,1,1,2
Mahindra Scorpio VLX 2WD AIRBAG BSIV,0.785714286,600000,0.123976256,1,1,1,2
Mahindra Scorpio VLX 2WD AT BSIV,0.607142857,275000,0.192163878,1,1,0,4
Land Rover Range Rover Evoque 2.2L Dynamic,0.714285714,2349000,0.184725229,1,1,0,2
Hyundai i20 1.4 Sportz,0.892857143,740000,0.074385258,1,1,1,0
Maruti Baleno Alpha 1.3,0.892857143,800000,0.111578506,1,1,1,0
Hyundai Verna CRDi 1.6 SX Option,0.964285714,1100000,0.123976256,1,1,1,0
BMW X1 sDrive20d,0.714285714,750000,0.123976256,1,1,0,2
Maruti Alto K10 2010-2014 VXI,0.714285714,200000,0.111578506,4,1,1,2
Tata Spacio SA 6 Seater,0.607142857,210000,0.092981882,1,1,1,0
Maruti Swift VDI BSIV,0.607142857,270000,0.148771755,1,1,1,2
Toyota Etios 1.4 VXD,0.857142857,630000,0.111578506,1,1,1,2
Hyundai Xcent 1.2 Kappa S,0.821428571,375000,0.068186383,4,1,1,0
Mahindra Xylo D2,0.642857143,300000,0.086783007,1,1,1,0
Mahindra Bolero Power Plus SLX,0.857142857,580000,0.117777381,1,1,1,2
Hyundai Verna 1.4 CRDi,0.785714286,550000,0.061987508,1,1,1,0
Maruti Ciaz ZDi Plus SHVS,0.857142857,750000,0.061987508,1,1,1,0
Maruti Omni E MPI STD BS IV,0.785714286,250000,0.075024981,4,1,1,0
Hyundai Verna 1.6 SX,0.714285714,434999,0.291345875,1,1,1,2
Mercedes-Benz E-Class 280 CDI,0.535714286,900000,0.095127932,1,0,0,0
Maruti Swift ZDI,0.857142857,685000,0.079344357,1,0,1,0
Maruti Swift VDI BSIV,0.785714286,540000,0.080584132,1,0,1,0
Honda City i-VTEC CVT ZX,0.928571429,1165000,0.016115835,4,0,0,3
Ford Ecosport 1.5 DV5 MT Titanium Optional,0.785714286,610000,0.095461432,1,0,1,0
Hyundai EON Era,0.678571429,254999,0.029753359,4,0,1,0
Nissan Micra Active XV,0.785714286,280000,0.079145993,4,0,1,0
Tata Tiago 1.2 Revotron XT,0.892857143,370000,0.030993134,4,1,1,0
Tata New Safari DICOR 2.2 EX 4x2,0.678571429,459999,0.094717567,1,1,1,2
Maruti Zen LX,0.214285714,42000,0.086783007,4,1,1,4
Maruti Zen LX,0.214285714,42000,0.086783007,4,1,1,4
Fiat Linea Active (Diesel),0.678571429,190000,0.099180757,1,1,1,4
Fiat Punto 1.4 Emotion,0.642857143,165000,0.123976256,4,1,1,1
Ford EcoSport 1.5 Diesel Trend Plus BSIV,0.892857143,710000,0.049589758,1,1,1,0
Hyundai Creta 1.6 SX Option,0.928571429,1200000,0.018595385,4,1,1,0
Maruti Zen Estilo LXI BS IV,0.678571429,229999,0.086783007,4,1,1,0
Renault KWID RXT,0.928571429,310000,0.018595385,4,1,1,0
Maruti Wagon R VXI BS IV,0.821428571,320000,0.049589758,4,1,1,0
Maruti 800 AC,0.5,100000,0.066946608,4,1,1,0
Hyundai Verna CRDi,0.607142857,160000,0.111578506,1,1,1,0
Maruti 800 AC BSIII,0.535714286,60000,0.064467058,4,1,1,0
Tata Indigo LS,0.714285714,100000,0.247953751,1,1,1,4
Chevrolet Beat Diesel LT,0.857142857,350000,0.043390884,1,1,1,2
Renault Duster 110PS Diesel RxZ AWD,0.892857143,700000,0.074385258,1,1,1,0
Maruti Alto K10 VXI,0.892857143,300000,0.039038034,4,1,1,0
Hyundai i20 1.4 Asta Option,0.928571429,830000,0.049589758,1,1,1,0
Mahindra Quanto C6,0.75,220000,0.136374005,1,1,1,0
Tata Indigo LX Dicor,0.607142857,130000,0.061987508,1,1,1,0
Hyundai i20 1.2 Magna,0.714285714,330000,0.054548858,4,1,1,0
Honda City 1.5 S MT,0.642857143,254999,0.111578506,4,1,1,2
Hyundai Verna 1.6 SX VTVT (O),0.785714286,600000,0.061987508,4,1,1,2
Hyundai i10 Magna,0.714285714,210000,0.061987508,4,1,1,0
Maruti Zen Estilo 1.1 LXI BSIII,0.535714286,120000,0.100874289,4,1,1,0
Maruti Esteem Vxi - BSIII,0.5,95000,0.136374005,4,1,1,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0.5,229999,0.371931247,1,1,1,0
Hyundai Verna Transform VTVT,0.642857143,229999,0.086783007,4,1,1,0
Hyundai i20 Magna Optional 1.4 CRDi,0.75,400000,0.123976256,1,1,1,0
Maruti Gypsy King Hard Top Ambulance BSIV,0.464285714,300000,0.086783007,4,1,1,2
Ford Figo Diesel Celebration Edition,0.75,300000,0.061987508,1,1,1,0
Ford Fiesta 1.4 SXi TDCi,0.607142857,80000,0.223158252,1,1,1,2
Maruti 800 AC,0.571428571,80000,0.061987508,4,1,1,2
Maruti Esteem Vxi,0.535714286,100000,0.111578506,4,1,1,2
Tata Indica Vista Quadrajet LS,0.714285714,300000,0.136374005,1,1,1,0
Maruti Baleno Zeta Automatic,0.928571429,700000,0.032232909,4,1,0,0
Maruti Vitara Brezza ZDi Plus,0.857142857,975000,0.080584132,1,1,1,0
Chevrolet Captiva LT,0.607142857,500000,0.161169505,1,1,1,0
Renault Duster 85PS Diesel RxL Optional,0.75,550000,0.092981882,1,1,1,2
Nissan Terrano XV Premium 110 PS,0.785714286,550000,0.136374005,1,1,1,2
Maruti Alto K10 2010-2014 VXI,0.785714286,240000,0.061987508,4,1,1,0
Maruti 800 Std,0.178571429,50000,0.099180757,4,1,1,2
Tata Indica Vista Aura 1.2 Safire,0.607142857,120000,0.099180757,4,1,1,2
Maruti Alto 800 LXI,0.75,900000,0.074385258,4,1,1,2
Honda City 1.5 V MT,0.607142857,250000,0.111578506,4,1,1,2
Renault KWID 1.0 RXT Optional,0.892857143,280000,0.044630659,4,1,1,0
Tata Indica Vista Terra Quadrajet 1.3L BS IV,0.642857143,85000,0.107859181,1,1,1,0
Tata Indica Vista Terra 1.4 TDI,0.678571429,90000,0.099180757,1,1,1,0
Chevrolet Enjoy TCDi LT 8 Seater,0.821428571,500000,0.061987508,1,1,1,0
Maruti 800 Std,0.75,200000,0.074385258,4,1,1,0
Renault KWID RXT,0.821428571,250000,0.061987508,4,1,1,0
Maruti Swift Dzire VDI,0.785714286,185000,0.049589758,1,1,1,4
Hyundai i10 Magna 1.1,0.571428571,100000,0.074385258,4,1,1,2
Toyota Etios VXD,0.821428571,610000,0.068186383,1,1,1,0
Mahindra Quanto C8,0.714285714,290000,0.099180757,1,1,1,0
Mahindra Xylo E9,0.714285714,300000,0.365732372,1,1,1,0
Hyundai EON Era Plus,0.821428571,225000,0.099180757,4,1,1,0
Maruti Alto K10 VXI,0.892857143,320000,0.061987508,4,1,1,2
Tata Indigo CR4,0.714285714,135000,0.195883203,1,1,1,4
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,0.5,400000,0.495908743,1,1,1,4
Maruti Wagon R VXI BS IV,0.857142857,400000,0.030993134,4,1,1,0
Hyundai i20 Active 1.2 S,0.892857143,570000,0.043390884,4,1,1,0
Maruti Ignis 1.2 Zeta BSIV,0.928571429,500000,0.01487606,4,1,1,0
Maruti Omni MPI STD BSIV,0.821428571,130000,0.086783007,4,1,1,0
Tata Tiago 1.2 Revotron XZ,0.928571429,360000,0.00495786,4,1,1,0
Ford Figo Aspire 1.2 Ti-VCT Trend,0.892857143,530000,0.013428003,4,0,1,0
Hyundai i10 Era,0.607142857,250000,0.061987508,4,1,1,0
Nissan Sunny XL,0.857142857,600000,0.024168173,4,0,1,0
Renault Duster 85PS Diesel RxL Plus,0.75,570000,0.077692977,1,0,1,0
Mahindra XUV500 W6 2WD,0.75,850000,0.106259872,1,0,1,0
Ford Figo Diesel EXI,0.678571429,250000,0.068347554,1,0,1,2
Ford Ecosport 1.5 DV5 MT Titanium,0.785714286,580000,0.078545942,1,0,1,2
Toyota Fortuner 3.0 Diesel,0.714285714,1680000,0.160707068,1,0,1,0
Chevrolet Spark 1.0 LT,0.642857143,180000,0.018595385,4,1,1,0
Tata Tiago 1.2 Revotron XE,0.892857143,300000,0.061987508,4,1,1,0
Toyota Etios Liva VX,0.714285714,269000,0.086783007,4,1,1,2
Maruti Alto K10 VXI,0.928571429,231999,0.024794259,4,1,1,0
Chevrolet Beat LS,0.678571429,150000,0.074385258,4,1,1,4
Hyundai Grand i10 Asta Option,0.892857143,495000,0.006197635,4,1,1,0
Maruti Ciaz VXi,0.785714286,700000,0.018595385,4,1,1,0
Datsun GO Plus T BSIV,0.928571429,400000,0.00545377,4,1,1,2
Mahindra Xylo H4,0.964285714,599000,0.018595385,1,1,1,4
Renault Duster 85PS Diesel RxL Optional,0.75,421000,0.055788633,1,1,1,0
Ford EcoSport 1.5 Diesel Trend BSIV,0.928571429,841000,0.001238535,1,1,1,0
Hyundai i10 Magna 1.1L,0.785714286,295000,0.047730096,4,1,1,0
Hyundai i10 Sportz,0.678571429,220000,0.030993134,4,1,1,0
Ford Classic 1.4 Duratorq LXI,0.75,250000,0.043390884,1,1,1,0
Toyota Fortuner 3.0 Diesel,0.607142857,1100000,0.136374005,1,1,1,2
Hyundai Verna 1.6 VTVT,0.714285714,300000,0.049589758,4,1,1,0
Chevrolet Aveo U-VA 1.2,0.535714286,80000,0.136374005,4,1,1,2
Chevrolet Beat Diesel LT,0.75,215000,0.024794259,1,1,1,4
Hyundai EON Magna Plus,0.714285714,245000,0.018579267,4,0,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,0.857142857,650000,0.03106876,1,0,1,0
Ford Ecosport 1.5 Diesel Titanium,0.892857143,760000,0.052681757,1,0,1,0
Honda Amaze S i-Dtech,0.785714286,395000,0.055633661,1,0,1,0
Ford Figo Diesel EXI,0.785714286,280000,0.111257405,1,0,1,2
Honda Jazz 1.5 S i DTEC,0.857142857,495000,0.080584132,1,0,1,0
Honda Jazz 1.5 VX i DTEC,0.857142857,525000,0.043390884,1,0,1,0
Toyota Innova 2.5 GX 8 STR BSIV,0.607142857,420000,0.43031101,1,0,1,0
Tata New Safari DICOR 2.2 VX 4x2,0.642857143,210000,0.042770996,1,1,1,0
Hyundai i20 Active 1.2 S,0.928571429,650000,0.037192009,4,1,1,0
BMW 3 Series 320d Luxury Line,0.928571429,2300000,0.048349984,1,1,0,0
Ford Freestyle Titanium Plus Diesel BSIV,0.964285714,525000,0.01983516,1,1,1,0
Maruti Wagon R LXI CNG,0.642857143,195000,0.099180757,0,1,1,2
Maruti Ertiga SHVS VDI,0.857142857,650000,0.074385258,1,1,1,0
Mahindra TUV 300 T6 Plus,0.821428571,540000,0.136374005,1,1,1,0
Maruti Alto 800 LXI,0.785714286,180000,0.075625033,4,1,1,0
Mahindra Bolero Power Plus ZLX,0.892857143,750000,0.035952234,1,1,1,0
Maruti Ertiga SHVS ZDI Plus,0.928571429,980000,0.061987508,1,1,1,0
Fiat Grande Punto EVO 90HP 1.3 Sport,0.785714286,250000,0.111578506,1,1,1,0
Hyundai Grand i10 1.2 Kappa Sportz AT,0.928571429,550000,0.043390884,4,1,0,0
Volkswagen Vento 1.6 Highline,0.821428571,509999,0.053309083,4,1,1,2
Maruti Alto K10 LXI,0.892857143,320000,0.061987508,4,1,1,0
Hyundai EON D Lite,0.857142857,275000,0.030993134,4,1,1,0
Mahindra XUV500 W8 2WD,0.75,550000,0.275541224,1,1,1,0
Maruti Wagon R VXI Minor,0.607142857,145000,0.061987508,4,1,1,2
Fiat Grande Punto Emotion 90Hp,0.75,250000,0.099180757,1,1,1,0
Hyundai Verna 1.6 SX,0.714285714,520000,0.043390884,1,1,1,0
Maruti Alto LXi,0.535714286,95000,0.105379631,4,1,1,2
Toyota Innova 2.5 V Diesel 7-seater,0.678571429,725000,0.136374005,1,1,1,4
Maruti 800 AC,0.5,55000,0.086783007,4,1,1,2
Honda City i DTEC VX,0.785714286,600000,0.123976256,1,1,1,0
Volkswagen Vento New Diesel Highline,0.75,330000,0.148771755,1,1,1,2
Maruti Swift Dzire VDI,0.821428571,470000,0.110338731,1,1,1,0
Maruti Swift ZDi,0.75,365000,0.148771755,1,1,1,0
Hyundai EON Magna Plus,0.75,250000,0.049589758,4,1,1,2
Maruti Wagon R VXI BS IV,0.892857143,430000,0.021074934,4,1,1,0
Maruti Swift VDI,0.75,400000,0.15497063,1,1,1,2
Maruti Swift Dzire ZXI,0.821428571,615000,0.136374005,4,1,1,2
Ford Figo Diesel Titanium,0.678571429,150000,0.148771755,1,1,1,2
Ford Figo Diesel ZXI,0.785714286,240000,0.111578506,1,1,1,0
Mahindra Scorpio S10 7 Seater,0.785714286,800000,0.111578506,1,1,1,0
Hyundai EON LPG Magna Plus,0.821428571,240000,0.136374005,3,1,1,0
Ford Ecosport 1.5 DV5 MT Titanium,0.785714286,600000,0.107859181,1,1,1,2
Mahindra Scorpio LX,0.785714286,800000,0.018595385,1,1,1,0
Hyundai EON 1.0 Kappa Magna Plus,0.821428571,160000,0.086783007,4,1,1,0
Ford Fiesta Classic 1.6 Duratec CLXI,0.714285714,350000,0.047110209,4,1,1,0
Honda City 1.5 V MT,0.678571429,300000,0.079344357,4,1,1,2
Tata Sumo Gold EX BSIII,0.821428571,399000,0.068496327,1,1,1,0
Mahindra Bolero DI,0.678571429,300000,0.136374005,1,1,1,0
Maruti A-Star AT VXI,0.714285714,150000,0.086783007,4,1,0,0
Chevrolet Cruze LTZ,0.642857143,320000,0.074385258,1,1,1,4
Tata Hexa XM,0.928571429,1280000,0.021074934,1,1,1,0
Renault KWID 1.0 RXT Optional,0.892857143,300000,0.016115835,4,1,1,2
Nissan Terrano XL Plus ICC WT20 SE,0.857142857,1000000,0.074385258,1,1,1,0
Mitsubishi Pajero Sport 4X4,0.714285714,1090000,0.148771755,1,1,1,2
Tata New Safari DICOR 2.2 GX 4x2 BS IV,0.714285714,450000,0.120256931,1,1,1,2
Tata Indica GLS BS IV,0.535714286,60000,0.161169505,4,1,1,2
Maruti Swift Dzire ZXI,0.75,500000,0.061987508,4,1,1,0
Tata Indigo CR4,0.714285714,200000,0.148771755,1,1,1,2
Ford Ecosport 1.5 DV5 MT Titanium,0.821428571,650000,0.084303457,1,1,1,0
Maruti Alto LXi,0.5,60000,0.123976256,4,1,1,2
Maruti Ertiga VDI,0.75,250999,0.099180757,1,1,1,0
Hyundai Accent Executive CNG,0.714285714,185000,0.083063682,0,0,1,2
Maruti Alto K10 VXI,0.821428571,155000,0.074385258,4,1,1,0
Maruti Swift VXI,0.964285714,600000,0.006197635,4,1,1,0
Renault KWID RXE,0.857142857,300000,0.024794259,4,1,1,0
Hyundai Creta 1.6 E Plus,0.928571429,850000,0.015495947,4,1,1,0
Maruti Eeco CNG 5 Seater AC BSIV,0.964285714,470000,0.00495786,0,1,1,0
Ford Figo 1.2P Titanium MT,0.964285714,600000,0.030993134,4,1,1,0
Toyota Innova 2.5 G (Diesel) 7 Seater,0.75,700000,0.086783007,1,1,1,2
Maruti Wagon R LXI DUO BSIII,0.535714286,70000,0.200842303,3,1,1,0
Toyota Fortuner 3.0 Diesel,0.642857143,1250000,0.254152626,1,1,1,2
Audi A6 2.8 FSI,0.571428571,650000,0.086783007,4,1,0,4
Hyundai Xcent 1.2 CRDi S,0.928571429,450000,0.086783007,1,1,1,2
Mahindra XUV500 W8 2WD,0.785714286,750000,0.123976256,1,1,1,2
Toyota Innova 2.5 G (Diesel) 7 Seater,0.75,775000,0.086783007,1,1,1,2
Hyundai Santa Fe 4X4,0.678571429,800000,0.272749251,1,1,1,0
Honda Amaze E i-Vtech,0.821428571,360000,0.099180757,4,1,1,2
Toyota Corolla Altis Diesel D4DG,0.642857143,250000,0.148771755,1,1,1,0
Jeep Compass 2.0 Longitude Option BSIV,0.892857143,1490000,0.027320921,1,1,1,0
Nissan Terrano XL 110 PS,0.75,600000,0.099180757,1,1,1,0
Maruti Alto LX,0.642857143,120000,0.111578506,4,1,1,0
Tata New Safari DICOR 2.2 EX 4x2,0.714285714,320000,0.173567254,1,1,1,2
Mahindra Thar 4X2,0.678571429,400000,0.148771755,1,1,1,2
Maruti Swift Dzire ZDI,0.821428571,302000,0.074385258,1,1,1,0
Chevrolet Beat Diesel LT,0.678571429,130000,0.099180757,1,1,1,2
Maruti Swift Dzire LXI Option,0.785714286,150000,0.074385258,4,1,1,2
Tata Indica Vista Aura Plus 1.3 Quadrajet,0.714285714,200000,0.111578506,1,1,1,2
Toyota Innova 2.5 G1 BSIV,0.714285714,950000,0.099180757,1,1,1,0
Maruti Swift Vdi BSIII,0.571428571,120000,0.216959378,1,1,1,2
Mahindra XUV500 W7 BSIV,0.964285714,1400000,0.01239651,1,1,1,0
Hyundai i20 1.2 Asta Option,0.892857143,620000,0.080584132,4,1,1,0
Toyota Innova 2.5 GX 8 STR BSIV,0.714285714,449000,0.111578506,1,1,1,0
Maruti Alto LXi,0.535714286,100000,0.086783007,4,1,1,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0.928571429,600000,0.003098198,4,1,1,0
Honda Amaze VX i-DTEC,0.857142857,700000,0.043390884,1,1,1,0
Chevrolet Beat Diesel LT,0.714285714,250000,0.049589758,1,1,1,0
Maruti Baleno RS 1.0 Petrol,0.928571429,550000,0.078104582,4,1,1,0
Skoda Superb Ambition 2.0 TDI CR AT,0.75,675000,0.109098956,1,0,0,0
Nissan Terrano XL Plus 85 PS,0.821428571,530000,0.068186383,1,0,1,0
Chevrolet Enjoy TCDi LT 7 Seater,0.785714286,325000,0.088040139,1,0,1,0
Renault Scala Diesel RxL,0.821428571,370000,0.074385258,1,0,1,0
Skoda Rapid 1.5 TDI Ambition,0.785714286,360000,0.086783007,1,1,1,0
Skoda Superb LK 1.8 TSI AT,0.714285714,650000,0.074385258,4,0,0,0
Ford Fiesta 1.5 TDCi Titanium,0.714285714,199000,0.114058056,1,0,1,4
Mahindra Quanto C6,0.785714286,285000,0.110494943,1,1,1,0
Volkswagen Jetta 1.9 TDI Comfortline DSG,0.607142857,260000,0.166128604,1,1,0,0
Maruti Ciaz 1.4 AT Zeta,0.964285714,869999,0.018595385,4,0,0,0
Hyundai Grand i10 1.2 CRDi Magna,0.857142857,425000,0.052689196,1,0,1,0
Chevrolet Cruze LTZ AT,0.714285714,490000,0.052069308,1,0,0,0
Mahindra XUV500 AT W8 FWD,0.821428571,750000,0.086783007,1,1,0,2
Honda City 1.5 EXI,0.428571429,125000,0.136374005,4,1,1,4
Fiat Linea 1.3 Emotion,0.785714286,221000,0.162861797,1,1,1,0
Volkswagen Vento 1.5 TDI Highline AT,0.857142857,724000,0.060722938,1,0,0,0
Honda Amaze VX AT i-Vtech,0.785714286,440000,0.057028408,4,0,0,0
Chevrolet Spark 1.0 LS,0.607142857,70000,0.074385258,4,1,1,4
Maruti Baleno Delta Diesel,0.821428571,511000,0.071905708,1,0,1,0
Maruti S-Cross Alpha DDiS 200 SH,0.857142857,790000,0.027273809,1,0,1,0
Hyundai i20 1.2 Asta Option,0.892857143,640000,0.045870434,4,1,1,0
Hyundai Santro Xing GLS,0.607142857,120000,0.086783007,4,1,1,1
Chevrolet Beat Diesel LT,0.714285714,126000,0.122612503,1,1,1,4
Chevrolet Beat Diesel LT,0.714285714,120000,0.15497063,1,1,1,0
Mahindra TUV 300 T4 Plus,0.892857143,650000,0.074385258,1,1,1,0
Hyundai Grand i10 Asta,0.785714286,450000,0.099180757,4,1,1,2
Maruti Zen Estilo LXI Green (CNG),0.642857143,110000,0.099180757,0,1,1,1
Mahindra Bolero Power Plus Plus AC BSIV PS,0.892857143,600000,0.049589758,1,1,1,0
Mahindra XUV500 W8 4WD,0.714285714,620000,0.099180757,1,1,1,2
Ford Ecosport 1.5 DV5 MT Titanium,0.785714286,600000,0.037192009,1,1,1,0
Mahindra Bolero Power Plus ZLX,0.928571429,795000,0.043390884,1,1,1,0
Tata Winger Deluxe - Hi Roof (AC),0.678571429,300000,0.223158252,1,1,1,4
Renault Lodgy 85PS RxL,0.821428571,495000,0.074385258,1,1,1,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
Audi Q3 2.0 TDI Quattro Premium Plus,0.821428571,1750000,0.158247355,1,0,0,0
Tata Hexa XTA,0.928571429,1350000,0.042151109,1,1,0,0
Mahindra Xylo D4,0.785714286,350000,0.179766129,1,1,1,0
Datsun RediGO AMT 1.0 S,0.928571429,300000,0.030993134,4,1,0,0
Tata Zest Revotron 1.2T XMS,0.928571429,400000,0.066946608,4,0,1,2
Audi A6 2.0 TDI  Design Edition,0.785714286,1750000,0.126894686,1,0,0,0
Maruti Zen LX,0.25,70000,0.086783007,4,1,1,1
Nissan Sunny XL D,0.928571429,500000,0.086783007,1,1,1,0
Audi Q3 35 TDI Quattro Technology,0.892857143,2575000,0.044630659,1,0,0,0
Honda Brio VX,0.785714286,345000,0.071905708,4,0,1,0
Tata Indigo CR4,0.75,220000,0.123976256,1,1,1,0
Audi Q5 2.0 TFSI Quattro Premium Plus,0.785714286,1850000,0.077158634,4,0,0,0
Hyundai Santro Xing XL eRLX Euro III,0.464285714,114999,0.111578506,4,0,1,2
Maruti 800 AC,0.25,50000,0.123976256,4,1,1,2
Honda Jazz Select Edition,0.892857143,585000,0.01735561,4,0,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,0.928571429,950000,0.026522506,1,0,1,0
Maruti Swift Dzire AMT VXI,0.928571429,625000,0.017107655,4,1,0,0
Hyundai Creta 1.6 SX Automatic,0.892857143,1035000,0.028513584,4,0,0,0
Datsun GO T Petrol,0.821428571,310000,0.040522044,4,0,1,0
Mahindra Xylo D4,0.892857143,600000,0.123604323,1,1,1,0
Toyota Fortuner 2.8 4WD AT BSIV,0.964285714,3100000,0.006197635,1,1,0,0
Honda City i-DTEC SV,0.785714286,650000,0.061558546,1,0,1,0
Hyundai Grand i10 Asta,0.857142857,550000,0.05635521,4,0,1,0
Hyundai Creta 1.6 CRDi SX,0.892857143,1260000,0.048623974,1,0,1,0
Hyundai i20 Sportz 1.2,0.857142857,660000,0.059780709,4,0,1,0
Hyundai i20 Sportz 1.2,0.892857143,700000,0.013777619,4,0,1,0
Hyundai Getz 1.5 CRDi GVS,0.571428571,235000,0.074643131,1,0,1,0
Volkswagen Vento 1.5 TDI Highline,0.75,475000,0.099180757,1,0,1,0
Mercedes-Benz E-Class 280 CDI Elegance,0.571428571,795000,0.122240571,1,0,0,0
Audi RS7 2015-2019 Sportback Performance,0.857142857,8900000,0.016115835,4,0,0,0
Audi Q5 3.0 TDI Quattro Technology,0.821428571,3200000,0.037192009,1,0,0,0
MG Hector Smart AT,0.964285714,1860000,0.022314709,4,0,0,0
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,0.642857143,4200000,0.123976256,1,0,0,0
Honda City VX CVT,0.821428571,850000,0.071905708,4,0,0,0
Mahindra Xylo D4,0.892857143,585000,0.105926372,1,0,1,0
Mahindra Verito 1.5 D4 BSIV,0.821428571,380000,0.080015076,1,0,1,0
Maruti Swift Dzire VDI,0.964285714,650000,0.043390884,1,1,1,0
Maruti Swift ZXI Plus,0.928571429,600000,0.037192009,4,1,1,0
Nissan Micra Active XV,0.892857143,434999,0.020166179,4,0,1,0
Volkswagen Vento 1.5 TDI Highline,0.75,525000,0.08864267,1,0,1,0
BMW 5 Series 520d Luxury Line,0.964285714,4800000,0.016114595,1,0,0,0
Chevrolet Aveo U-VA 1.2 LS,0.571428571,160000,0.099180757,4,1,1,0
Maruti Zen Estilo 1.1 LXI BSIII,0.535714286,160000,0.111578506,4,1,1,2
Chevrolet Spark 1.0 LT,0.714285714,125000,0.034712459,4,1,1,0
Mahindra Bolero Power Plus Plus AC BSIV PS,0.821428571,430000,0.247953751,1,1,1,0
Hyundai Creta 1.6 VTVT S,0.892857143,900000,0.018223452,4,1,1,0
Maruti Alto LX,0.285714286,61000,0.111578506,4,1,1,2
Maruti Wagon R LXI BS IV,0.892857143,400000,0.061987508,4,1,1,0
Hyundai Santro Xing XS,0.607142857,150000,0.123976256,4,1,1,2
Volkswagen Polo GT 1.0 TSI,0.964285714,950000,0.029753359,4,1,0,0
Tata Indigo CR4,0.75,220000,0.123976256,1,1,1,0
Hyundai Getz GLX,0.535714286,110000,0.111578506,4,1,1,0
Tata Bolt Revotron XM,0.821428571,375000,0.037192009,4,1,1,0
Datsun GO Plus T Option,0.892857143,350000,0.099180757,4,1,1,0
Hyundai i20 Magna 1.4 CRDi (Diesel),0.714285714,310000,0.114908542,1,0,1,2
Tata Indica GLS BS IV,0.642857143,90000,0.371931247,4,1,1,4
Volkswagen Vento Petrol Highline,0.678571429,350000,0.111578506,4,1,1,2
Hyundai Santro LS zipPlus,0.392857143,100000,0.074385258,4,1,1,0
Mahindra XUV500 AT W6 2WD,0.892857143,1300000,0.049589758,1,1,0,0
Maruti Wagon R LXI,0.428571429,70000,0.111578506,4,1,1,1
Chevrolet Sail Hatchback LT ABS,0.75,225000,0.099180757,1,1,1,0
Honda City 1.3 EXI,0.357142857,145000,0.123976256,4,1,1,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0.928571429,930000,0.024794259,1,1,1,0
Maruti Swift VXI,0.964285714,550000,0.063227283,4,1,1,0
